ITEM_NO,WH_CODE,SUP_CODE,LE_CODE,PO_REF,PO_DATE,RCPT_DATE,QTY,PRICE,TOT_VAL,LEAD_DAYS
ART00517,MAG011,SUP077,LE002,PO7911730,03/05/2021,04/11/2021,1801,18.05,32508.05,37
ART00380,MAG004,SUP049,LE001,PO6164738,04/22/2021,05/21/2021,1280,136.21,174348.8,29
ART00646,MAG019,SUP026,LE003,PO4066296,10/23/2023,11/02/2023,1357,287.45,390069.65,10
ART00569,MAG003,SUP022,LE001,PO9094164,11/16/2024,11/23/2024,1869,332.26,620993.94,7
ART00379,MAG003,SUP044,LE001,PO8186479,05/05/2021,06/28/2021,1221,21.25,25946.25,54
ART00573,MAG005,SUP053,LE001,PO3429619,04/11/2021,04/19/2021,1470,24.13,35471.1,8
ART00718,MAG017,SUP051,LE003,PO1531124,10/02/2023,10/13/2023,299,727.87,217633.13,11
ART00809,MAG003,SUP026,LE001,PO5497707,06/21/2024,,54,108.75,5872.5,
ART00213,MAG018,SUP055,LE003,PO9978436,09/08/2021,10/18/2021,973,28.4,27633.2,40
ART00486,MAG010,SUP012,LE002,PO6031041,09/24/2023,,1294,563.32,728936.08,
ART00956,MAG008,SUP028,LE001,PO3187414,03/05/2021,04/06/2021,444,6323.7,2807722.8,32
ART00384,MAG018,SUP032,LE003,PO9695406,02/14/2022,02/19/2022,1103,76.91,84831.73,5
ART00219,MAG007,SUP035,LE001,PO1260267,12/09/2023,02/04/2024,579,756.79,438181.41,57
ART00568,MAG005,SUP002,LE001,PO6563205,09/27/2023,10/06/2023,1800,1239.64,2231352,9
ART00837,MAG016,SUP054,LE003,PO4858934,10/16/2022,10/28/2022,734,133.28,97827.52,12
ART00037,MAG002,SUP035,LE001,PO1111328,08/31/2023,09/16/2023,1648,723.12,1191701.76,16
ART00567,MAG020,SUP005,LE003,PO5978820,09/16/2022,10/29/2022,396,195.7,77497.2,43
ART00295,MAG012,SUP022,LE002,PO1571547,10/22/2023,12/07/2023,1851,560.61,1037689.11,46
ART00957,MAG004,SUP034,LE001,PO5832896,02/23/2023,04/19/2023,1086,111.57,121165.02,55
ART00761,MAG007,SUP079,LE001,PO9711593,08/04/2022,09/26/2022,1712,11.9,20372.8,53
ART00833,MAG012,SUP014,LE002,PO4549266,03/03/2022,04/29/2022,1425,321.86,458650.5,57
ART00369,MAG007,SUP011,LE001,PO8375001,08/19/2023,08/29/2023,1076,240.58,258864.08,10
ART00083,MAG005,SUP019,LE001,PO1635340,12/01/2023,12/17/2023,1755,1458.33,2559369.15,16
ART00569,MAG008,SUP063,LE001,PO9357889,06/05/2021,07/23/2021,1734,338.19,586421.46,48
ART00826,MAG012,SUP056,LE002,PO3411738,01/07/2024,02/12/2024,1239,244.87,303393.93,36
ART00822,MAG015,SUP039,LE002,PO1450763,02/10/2023,03/30/2023,1946,228.74,445128.04,48
ART00501,MAG010,SUP057,LE002,PO8869030,06/26/2024,08/06/2024,828,27.17,22496.76,41
ART00464,MAG010,SUP046,LE002,PO9723490,05/18/2022,07/15/2022,720,751.61,541159.2,58
ART00978,MAG005,SUP049,LE001,PO1650474,08/30/2022,10/16/2022,25,62.76,1569,47
ART00659,MAG012,SUP058,LE002,PO2381562,08/06/2022,09/01/2022,1004,31.02,31144.08,26
ART00220,MAG005,SUP027,LE001,PO5113838,10/09/2023,11/17/2023,1821,40.02,72876.42,39
ART00768,MAG018,SUP026,LE003,PO4771769,03/13/2023,03/25/2023,1500,156.95,235425,12
ART00802,MAG006,SUP045,LE001,PO7675458,08/31/2023,,759,22.71,17236.89,
ART00912,MAG003,SUP062,LE001,PO8365420,05/25/2024,07/15/2024,1167,15.93,18590.31,51
ART00377,MAG002,SUP017,LE001,PO8889642,04/14/2021,06/12/2021,1443,3432.77,4953487.11,59
ART00319,MAG011,SUP062,LE002,PO2797215,04/28/2022,06/05/2022,1142,141.79,161924.18,38
ART00674,MAG006,SUP017,LE001,PO6966557,06/11/2021,06/27/2021,1521,68.81,104660.01,16
ART00644,MAG003,SUP044,LE001,PO2287920,07/24/2023,09/20/2023,1206,7,8442,58
ART00263,MAG016,SUP050,LE003,PO2681711,06/16/2021,06/21/2021,1434,57.54,82512.36,5
ART00011,MAG009,SUP013,LE002,PO3028947,04/09/2021,05/23/2021,454,124.88,56695.52,44
ART00090,MAG006,SUP042,LE001,PO6880166,03/17/2024,,1908,11.84,22590.72,
ART00755,MAG004,SUP051,LE001,PO8356975,11/06/2023,12/20/2023,319,37.75,12042.25,44
ART00039,MAG003,SUP030,LE001,PO5028598,03/17/2021,03/30/2021,573,407.23,233342.79,13
ART00531,MAG011,SUP033,LE002,PO8796734,04/01/2024,05/24/2024,632,1345.92,850621.44,53
ART00924,MAG007,SUP054,LE001,PO5518343,03/06/2022,04/10/2022,1590,174.05,276739.5,35
ART00590,MAG011,SUP030,LE002,PO4300086,01/06/2023,01/26/2023,1833,31.42,57592.86,20
ART00321,MAG015,SUP079,LE002,PO3672531,10/09/2024,10/12/2024,772,29.4,22696.8,3
ART00850,MAG004,SUP045,LE001,PO5259505,01/23/2023,02/15/2023,1037,5.15,5340.55,23
ART00689,MAG005,SUP077,LE001,PO1660458,12/28/2022,01/02/2023,981,399.35,391762.35,5
ART00345,MAG018,SUP013,LE003,PO5124113,04/25/2023,05/07/2023,56,95.26,5334.56,12
ART00793,MAG001,SUP053,LE001,PO1772302,10/07/2021,10/13/2021,1335,734.47,980517.45,6
ART00556,MAG008,SUP041,LE001,PO9696368,03/23/2023,,88,16.76,1474.88,
ART00006,MAG005,SUP034,LE001,PO9757324,06/07/2022,07/13/2022,44,84.38,3712.72,36
ART00424,MAG001,SUP011,LE001,PO3437543,04/01/2023,04/23/2023,202,8.42,1700.84,22
ART00237,MAG010,SUP009,LE002,PO6178660,06/28/2024,07/10/2024,1308,110.22,144167.76,12
ART00152,MAG020,SUP007,LE003,PO5360125,05/08/2023,06/04/2023,1265,48.14,60897.1,27
ART00665,MAG018,SUP024,LE003,PO7987846,05/12/2022,,1213,280.93,340768.09,
ART00191,MAG020,SUP010,LE003,PO9335247,07/30/2022,09/09/2022,1500,665.44,998160,41
ART00830,MAG006,SUP009,LE001,PO2772198,07/16/2024,07/29/2024,1967,3588.51,7058599.17,13
ART00434,MAG006,SUP033,LE001,PO1893287,10/17/2023,11/24/2023,286,24.92,7127.12,38
ART00435,MAG018,SUP023,LE003,PO8378157,11/29/2023,12/09/2023,456,229.36,104588.16,10
ART00164,MAG016,SUP074,LE003,PO9845754,08/03/2024,08/13/2024,1396,20.58,28729.68,10
ART00784,MAG019,SUP080,LE003,PO8863748,07/31/2024,09/03/2024,1444,9.1,13140.4,34
ART00538,MAG011,SUP048,LE002,PO6306591,07/08/2024,08/10/2024,1337,2822.82,3774110.34,33
ART00462,MAG002,SUP047,LE001,PO5983257,12/11/2023,01/30/2024,431,4269.8,1840283.8,50
ART00564,MAG009,SUP077,LE002,PO9941013,08/06/2023,08/25/2023,877,20.02,17557.54,19
ART00282,MAG004,SUP069,LE001,PO4657267,06/15/2021,06/26/2021,1444,4583.6,6618718.4,11
ART00489,MAG004,SUP063,LE001,PO3520014,03/31/2024,04/04/2024,506,70.48,35662.88,4
ART00213,MAG005,SUP073,LE001,PO5131161,09/21/2022,10/13/2022,1799,30.96,55697.04,22
ART00718,MAG006,SUP007,LE001,PO2108658,09/08/2021,10/21/2021,928,769.77,714346.56,43
ART00744,MAG007,SUP048,LE001,PO4775234,06/20/2024,08/17/2024,132,213.65,28201.8,58
ART00336,MAG019,SUP030,LE003,PO9466289,10/27/2024,11/19/2024,269,5009.46,1347544.74,23
ART00967,MAG010,SUP004,LE002,PO5729531,11/19/2022,12/05/2022,659,54.57,35961.63,16
ART00513,MAG015,SUP074,LE002,PO8486776,10/01/2022,,126,17.13,2158.38,
ART00333,MAG014,SUP062,LE002,PO8846533,01/01/2021,01/04/2021,1096,255.01,279490.96,3
ART00930,MAG017,SUP060,LE003,PO7756923,11/11/2024,12/10/2024,1154,620.76,716357.04,29
ART00431,MAG019,SUP037,LE003,PO3634822,08/12/2023,10/03/2023,71,18.75,1331.25,52
ART00169,MAG016,SUP023,LE003,PO6561170,09/21/2023,11/14/2023,1328,332.55,441626.4,54
ART00921,MAG017,SUP025,LE003,PO2156848,04/16/2021,05/01/2021,489,201.13,98352.57,15
ART00845,MAG014,SUP010,LE002,PO3910708,08/19/2022,09/13/2022,511,557.38,284821.18,25
ART00509,MAG008,SUP049,LE001,PO5083921,02/04/2022,02/09/2022,1754,258.79,453917.66,5
ART00974,MAG001,SUP009,LE001,PO8425127,02/06/2023,04/04/2023,1528,174.8,267094.4,57
ART00184,MAG005,SUP076,LE001,PO6361554,07/08/2022,08/08/2022,242,20.94,5067.48,31
ART00144,MAG005,SUP070,LE001,PO8144740,03/01/2024,,392,112.5,44100,
ART00004,MAG003,SUP007,LE001,PO1188287,03/21/2022,04/12/2022,1891,571.36,1080441.76,22
ART00771,MAG007,SUP044,LE001,PO5601682,09/09/2022,09/19/2022,793,19.89,15772.77,10
ART00229,MAG012,SUP046,LE002,PO9261107,02/18/2024,03/23/2024,1437,532.3,764915.1,34
ART00262,MAG008,SUP005,LE001,PO9727934,09/01/2024,10/23/2024,584,1017.87,594436.08,52
ART00644,MAG013,SUP045,LE002,PO1490595,07/05/2022,08/25/2022,1035,8.23,8518.05,51
ART00635,MAG014,SUP039,LE002,PO4428383,08/17/2022,09/04/2022,349,88.74,30970.26,18
ART00347,MAG012,SUP025,LE002,PO7638932,06/02/2022,06/23/2022,1806,83.72,151198.32,21
ART00723,MAG020,SUP024,LE003,PO5897041,02/24/2023,02/28/2023,750,416.59,312442.5,4
ART00319,MAG010,SUP044,LE002,PO9583870,05/01/2023,06/07/2023,171,134.14,22937.94,37
ART00834,MAG005,SUP026,LE001,PO8004561,08/17/2021,,1794,218.97,392832.18,
ART00776,MAG009,SUP036,LE002,PO1161817,04/19/2024,06/07/2024,1327,375.97,498912.19,49
ART00636,MAG015,SUP079,LE002,PO4335161,04/13/2022,05/11/2022,1693,6.18,10462.74,28
ART00960,MAG004,SUP080,LE001,PO3793136,04/30/2021,06/03/2021,889,10.03,8916.67,34
ART00560,MAG007,SUP003,LE001,PO7701089,06/30/2022,08/28/2022,1434,121.6,174374.4,59
ART00995,MAG012,SUP013,LE002,PO9342804,06/11/2024,07/17/2024,1965,148.04,290898.6,36
ART00246,MAG009,SUP061,LE002,PO8212757,07/24/2021,,1765,6.23,10995.95,
ART00937,MAG012,SUP058,LE002,PO3919548,02/16/2023,04/17/2023,1692,58.86,99591.12,60
ART00805,MAG009,SUP047,LE002,PO2232653,11/17/2022,12/08/2022,1723,5998.97,10336225.31,21
ART00715,MAG013,SUP009,LE002,PO3566576,07/20/2021,09/09/2021,1548,187.82,290745.36,51
ART00949,MAG018,SUP028,LE003,PO1791178,09/02/2023,09/14/2023,369,5036.16,1858343.04,12
ART00192,MAG006,SUP040,LE001,PO8047039,04/11/2022,05/27/2022,416,3927.42,1633806.72,46
ART00358,MAG009,SUP057,LE002,PO8292515,04/14/2023,04/26/2023,1862,7,13034,12
ART00351,MAG020,SUP060,LE003,PO6177349,12/06/2021,02/04/2022,1742,34.72,60482.24,60
ART00915,MAG005,SUP053,LE001,PO8588667,02/16/2022,03/10/2022,607,6.89,4182.23,22
ART00467,MAG006,SUP017,LE001,PO6411460,06/08/2023,07/23/2023,773,37.44,28941.12,45
ART00867,MAG015,SUP069,LE002,PO8749779,04/30/2024,05/29/2024,1496,1484.32,2220542.72,29
ART00949,MAG017,SUP040,LE003,PO5629266,05/04/2022,06/23/2022,174,6023.1,1048019.4,50
ART00588,MAG020,SUP022,LE003,PO6108880,02/27/2022,03/10/2022,1062,971.41,1031637.42,11
ART00142,MAG018,SUP047,LE003,PO9332216,11/03/2021,11/12/2021,1042,764.39,796494.38,9
ART00046,MAG010,SUP048,LE002,PO9409158,04/05/2021,04/30/2021,1551,21.95,34044.45,25
ART00372,MAG005,SUP064,LE001,PO2699284,01/12/2024,,654,421.92,275935.68,
ART00304,MAG009,SUP012,LE002,PO3131903,10/28/2022,11/14/2022,685,296.28,202951.8,17
ART00451,MAG003,SUP070,LE001,PO8206412,12/22/2021,01/03/2022,860,99.82,85845.2,12
ART00130,MAG001,SUP022,LE001,PO6333238,09/07/2023,10/15/2023,192,163.11,31317.12,38
ART00224,MAG018,SUP067,LE003,PO7762564,02/03/2022,03/06/2022,1562,15.7,24523.4,31
ART00819,MAG003,SUP054,LE001,PO9567763,06/03/2024,07/01/2024,807,301.11,242995.77,28
ART00989,MAG016,SUP027,LE003,PO4565491,07/14/2023,08/17/2023,153,24.56,3757.68,34
ART00655,MAG005,SUP075,LE001,PO7727243,08/09/2024,09/09/2024,1890,5418.73,10241399.7,31
ART00768,MAG008,SUP013,LE001,PO7130364,12/29/2021,01/11/2022,323,129.27,41754.21,13
ART00149,MAG019,SUP011,LE003,PO6872449,02/08/2021,03/30/2021,296,23,6808,50
ART00595,MAG005,SUP035,LE001,PO8194373,08/10/2022,08/21/2022,178,417.23,74266.94,11
ART00555,MAG018,SUP053,LE003,PO2386303,09/04/2022,10/02/2022,1661,16.46,27340.06,28
ART00006,MAG009,SUP013,LE002,PO6450430,06/08/2023,07/12/2023,14,100.87,1412.18,34
ART00083,MAG020,SUP022,LE003,PO9026423,10/07/2022,11/27/2022,1814,1353.05,2454432.7,51
ART00180,MAG005,SUP079,LE001,PO4313101,02/19/2024,03/28/2024,708,9.34,6612.72,38
ART00606,MAG005,SUP011,LE001,PO9705218,09/09/2021,10/01/2021,369,15.85,5848.65,22
ART00390,MAG017,SUP021,LE003,PO7169885,05/23/2023,06/19/2023,113,31.96,3611.48,27
ART00824,MAG015,SUP033,LE002,PO7075640,03/03/2022,,1231,5.67,6979.77,
ART00027,MAG004,SUP079,LE001,PO6820976,08/05/2021,08/24/2021,1332,19.8,26373.6,19
ART00159,MAG011,SUP047,LE002,PO4250725,05/10/2023,,1183,678.88,803115.04,
ART00153,MAG001,SUP077,LE001,PO6060619,06/13/2022,08/07/2022,1358,30.51,41432.58,55
ART00325,MAG001,SUP055,LE001,PO4235058,05/05/2023,06/16/2023,122,87.24,10643.28,42
ART00488,MAG018,SUP031,LE003,PO8603199,12/12/2023,01/30/2024,878,160.33,140769.74,49
ART00338,MAG016,SUP076,LE003,PO2896262,04/18/2021,06/01/2021,1186,29.88,35437.68,44
ART00848,MAG003,SUP059,LE001,PO8807181,05/17/2022,06/08/2022,744,140.38,104442.72,22
ART00235,MAG006,SUP056,LE001,PO6554662,03/14/2023,04/01/2023,1416,30.09,42607.44,18
ART00287,MAG018,SUP046,LE003,PO8900017,11/03/2021,11/21/2021,960,621.58,596716.8,18
ART00986,MAG008,SUP035,LE001,PO8519233,04/24/2024,06/09/2024,55,101.42,5578.1,46
ART00049,MAG013,SUP054,LE002,PO3657170,12/05/2022,12/10/2022,617,111.06,68524.02,5
ART00718,MAG014,SUP037,LE002,PO5147969,06/04/2022,,190,671.47,127579.3,
ART00178,MAG010,SUP054,LE002,PO9738353,01/14/2021,03/09/2021,1660,57.86,96047.6,54
ART00927,MAG015,SUP033,LE002,PO8260778,11/20/2024,11/28/2024,1898,564.29,1071022.42,8
ART00037,MAG015,SUP079,LE002,PO3134124,12/09/2021,01/12/2022,1927,644.19,1241354.13,34
ART00960,MAG013,SUP053,LE002,PO3983053,08/12/2021,09/01/2021,1523,11.36,17301.28,20
ART00151,MAG003,SUP062,LE001,PO8425957,02/20/2023,03/09/2023,1330,253.36,336968.8,17
ART00345,MAG006,SUP039,LE001,PO8348031,12/12/2024,12/23/2024,233,94.17,21941.61,11
ART00713,MAG016,SUP023,LE003,PO9812913,08/15/2022,09/03/2022,1597,504.33,805415.01,19
ART00669,MAG017,SUP016,LE003,PO3236057,08/25/2022,10/13/2022,1554,1889.81,2936764.74,49
ART00966,MAG014,SUP062,LE002,PO4108042,07/01/2021,07/13/2021,511,38.03,19433.33,12
ART00654,MAG007,SUP001,LE001,PO6478895,11/11/2022,12/10/2022,33,4.57,150.81,29
ART00864,MAG001,SUP058,LE001,PO5157628,02/25/2024,03/07/2024,1988,22.31,44352.28,11
ART00176,MAG001,SUP005,LE001,PO1207205,04/30/2023,06/24/2023,1602,798.42,1279068.84,55
ART00533,MAG015,SUP020,LE002,PO9386423,06/07/2024,06/12/2024,1983,45.1,89433.3,5
ART00559,MAG017,SUP071,LE003,PO9769299,09/16/2021,10/24/2021,961,1.1,1057.1,38
ART00904,MAG002,SUP070,LE001,PO6421970,06/25/2023,07/06/2023,539,383.12,206501.68,11
ART00390,MAG003,SUP043,LE001,PO5799324,04/05/2021,05/28/2021,1444,32.23,46540.12,53
ART00211,MAG002,SUP077,LE001,PO4001161,09/06/2021,10/26/2021,958,23.77,22771.66,50
ART00479,MAG016,SUP053,LE003,PO8262970,10/12/2022,10/20/2022,1697,2.68,4547.96,8
ART00721,MAG017,SUP043,LE003,PO2612143,05/31/2024,06/09/2024,1481,19.69,29160.89,9
ART00817,MAG001,SUP056,LE001,PO1558857,12/27/2022,01/14/2023,1707,1577.78,2693270.46,18
ART00135,MAG003,SUP025,LE001,PO1574702,01/25/2022,02/26/2022,1354,402.08,544416.32,32
ART00297,MAG015,SUP069,LE002,PO3003695,05/04/2024,05/22/2024,1392,5414.55,7537053.6,18
ART00977,MAG003,SUP015,LE001,PO3512246,12/03/2021,01/09/2022,1722,283.32,487877.04,37
ART00184,MAG002,SUP021,LE001,PO7279376,05/17/2022,06/24/2022,1394,26.75,37289.5,38
ART00786,MAG014,SUP037,LE002,PO4418518,06/21/2022,,245,1019.48,249772.6,
ART00530,MAG011,SUP066,LE002,PO7670087,08/20/2021,09/17/2021,244,1518.39,370487.16,28
ART00681,MAG012,SUP036,LE002,PO3772160,09/18/2021,10/22/2021,824,18.8,15491.2,34
ART00701,MAG018,SUP049,LE003,PO8167602,03/26/2024,04/14/2024,520,110.73,57579.6,19
ART00036,MAG006,SUP037,LE001,PO8402249,01/06/2024,02/28/2024,393,163.36,64200.48,53
ART00457,MAG020,SUP051,LE003,PO5772853,02/21/2024,04/12/2024,1209,594.46,718702.14,51
ART00256,MAG010,SUP015,LE002,PO6057940,01/23/2023,02/20/2023,1111,151.34,168138.74,28
ART00334,MAG015,SUP029,LE002,PO5571919,03/21/2021,04/12/2021,1880,173.82,326781.6,22
ART00307,MAG001,SUP078,LE001,PO3885338,07/06/2023,07/25/2023,936,107.81,100910.16,19
ART00059,MAG012,SUP044,LE002,PO7414555,02/03/2022,03/28/2022,847,178.92,151545.24,53
ART00811,MAG016,SUP041,LE003,PO4264708,11/11/2024,,1919,27.71,53175.49,
ART00303,MAG016,SUP002,LE003,PO4273386,12/10/2023,01/06/2024,1963,7.91,15527.33,27
ART00424,MAG008,SUP079,LE001,PO8711180,02/26/2024,02/29/2024,190,8.18,1554.2,3
ART00629,MAG007,SUP047,LE001,PO7611882,03/19/2022,04/09/2022,1254,6978.94,8751590.76,21
ART00423,MAG003,SUP050,LE001,PO7792039,12/23/2022,01/26/2023,1957,23.75,46478.75,34
ART00400,MAG012,SUP009,LE002,PO9339260,05/16/2024,07/04/2024,949,10.95,10391.55,49
ART00133,MAG017,SUP020,LE003,PO7263756,06/21/2021,,559,20.23,11308.57,
ART00500,MAG015,SUP044,LE002,PO8180411,09/28/2024,11/01/2024,1167,178.11,207854.37,34
ART00175,MAG020,SUP027,LE003,PO7881856,10/07/2022,11/24/2022,1788,29.12,52066.56,48
ART00237,MAG005,SUP038,LE001,PO5539004,06/20/2024,07/17/2024,1855,131.96,244785.8,27
ART00769,MAG017,SUP041,LE003,PO2586777,07/03/2024,08/18/2024,1603,33.84,54245.52,46
ART00241,MAG011,SUP021,LE002,PO4181871,09/13/2021,11/08/2021,155,420.43,65166.65,56
ART00964,MAG014,SUP047,LE002,PO3018818,12/13/2022,12/31/2022,450,4420.64,1989288,18
ART00140,MAG003,SUP005,LE001,PO9322808,01/18/2022,03/19/2022,827,30.9,25554.3,60
ART00429,MAG015,SUP052,LE002,PO1565323,04/13/2024,04/26/2024,1213,4370.31,5301186.03,13
ART00246,MAG019,SUP018,LE003,PO6933916,05/13/2024,05/25/2024,1953,5.76,11249.28,12
ART00300,MAG014,SUP051,LE002,PO2393211,08/26/2022,09/15/2022,184,84.71,15586.64,20
ART00052,MAG008,SUP068,LE001,PO4362604,12/05/2021,12/19/2021,505,143.03,72230.15,14
ART00990,MAG017,SUP042,LE003,PO5169985,06/27/2021,07/13/2021,894,158.62,141806.28,16
ART00017,MAG012,SUP037,LE002,PO4582383,01/22/2024,,940,25.06,23556.4,
ART00587,MAG019,SUP008,LE003,PO7426341,09/21/2023,10/30/2023,1310,98.22,128668.2,39
ART00519,MAG006,SUP015,LE001,PO3655576,04/21/2024,06/18/2024,562,184.86,103891.32,58
ART00230,MAG007,SUP058,LE001,PO3763504,05/30/2021,,1210,209.56,253567.6,
ART00413,MAG013,SUP063,LE002,PO4236061,02/23/2022,04/13/2022,1682,21.36,35927.52,49
ART00262,MAG020,SUP068,LE003,PO7358420,04/29/2024,05/22/2024,1213,1410.51,1710948.63,23
ART00308,MAG005,SUP036,LE001,PO4190184,05/26/2022,07/06/2022,1343,123.81,166276.83,41
ART00278,MAG011,SUP002,LE002,PO4469914,02/25/2024,03/07/2024,1327,25.28,33546.56,11
ART00508,MAG004,SUP024,LE001,PO2663957,04/16/2021,06/15/2021,1678,108.44,181962.32,60
ART00370,MAG015,SUP052,LE002,PO6898962,09/28/2023,11/13/2023,1446,149.82,216639.72,46
ART00735,MAG007,SUP073,LE001,PO5174674,04/28/2021,06/05/2021,638,27.97,17844.86,38
ART00507,MAG018,SUP062,LE003,PO9606179,01/26/2022,02/23/2022,690,563.5,388815,28
ART00104,MAG002,SUP022,LE001,PO2555062,12/17/2021,02/03/2022,1168,769.12,898332.16,48
ART00939,MAG010,SUP053,LE002,PO4939668,06/11/2022,07/07/2022,982,36.67,36009.94,26
ART00693,MAG002,SUP005,LE001,PO8828096,03/20/2022,04/16/2022,1564,315.91,494083.24,27
ART00431,MAG009,SUP079,LE002,PO9176338,06/17/2024,06/28/2024,818,20.31,16613.58,11
ART00217,MAG018,SUP021,LE003,PO2340612,03/11/2024,05/09/2024,100,355,35500,59
ART00410,MAG018,SUP060,LE003,PO5329823,05/31/2021,06/07/2021,1562,27.07,42283.34,7
ART00589,MAG011,SUP012,LE002,PO3733818,08/22/2023,09/25/2023,1604,596.42,956657.68,34
ART00228,MAG020,SUP029,LE003,PO5428140,07/08/2021,07/26/2021,1242,46.19,57367.98,18
ART00117,MAG012,SUP049,LE002,PO4578860,08/08/2022,09/02/2022,202,1134.08,229084.16,25
ART00403,MAG002,SUP046,LE001,PO5714181,09/20/2024,11/19/2024,1200,163.99,196788,60
ART00086,MAG016,SUP003,LE003,PO2755542,03/12/2024,,736,114.27,84102.72,
ART00573,MAG010,SUP079,LE002,PO6472193,07/06/2023,,1545,27.66,42734.7,
ART00557,MAG012,SUP020,LE002,PO6902339,08/16/2022,10/03/2022,205,261.96,53701.8,48
ART00941,MAG016,SUP042,LE003,PO9433358,05/06/2021,,1782,26.17,46634.94,
ART00283,MAG008,SUP033,LE001,PO9515822,06/01/2022,07/24/2022,705,15.58,10983.9,53
ART00442,MAG012,SUP077,LE002,PO6963595,04/04/2023,06/03/2023,1543,1.4,2160.2,60
ART00374,MAG018,SUP058,LE003,PO2527626,01/16/2022,03/03/2022,163,47.97,7819.11,46
ART00918,MAG014,SUP036,LE002,PO6486722,03/23/2022,05/18/2022,817,63.76,52091.92,56
ART00705,MAG001,SUP024,LE001,PO3437076,11/22/2021,12/12/2021,1422,65.69,93411.18,20
ART00583,MAG018,SUP060,LE003,PO9846082,10/17/2021,,1584,423.3,670507.2,
ART00388,MAG015,SUP054,LE002,PO8327609,09/25/2021,11/03/2021,913,89.87,82051.31,39
ART00610,MAG009,SUP020,LE002,PO4557785,08/08/2024,10/03/2024,1284,87.12,111862.08,56
ART00447,MAG018,SUP068,LE003,PO6345104,09/01/2021,10/29/2021,489,163.27,79839.03,58
ART00236,MAG015,SUP034,LE002,PO8158665,05/01/2021,06/18/2021,975,111.53,108741.75,48
ART00691,MAG008,SUP043,LE001,PO3466254,09/06/2021,,659,39.88,26280.92,
ART00024,MAG006,SUP011,LE001,PO2102094,08/04/2023,09/17/2023,1639,211.27,346271.53,44
ART00685,MAG013,SUP037,LE002,PO5635103,11/07/2023,12/31/2023,1821,406.24,739763.04,54
ART00977,MAG015,SUP055,LE002,PO7904771,06/12/2021,08/10/2021,528,263.01,138869.28,59
ART00239,MAG013,SUP043,LE002,PO3595868,03/25/2022,05/09/2022,675,8.75,5906.25,45
ART00130,MAG003,SUP074,LE001,PO2497616,12/22/2022,02/19/2023,1914,190.89,365363.46,59
ART00387,MAG017,SUP023,LE003,PO4000182,07/10/2022,07/31/2022,1448,33.52,48536.96,21
ART00005,MAG008,SUP051,LE001,PO1983885,07/15/2022,09/01/2022,1241,27.98,34723.18,48
ART00223,MAG012,SUP006,LE002,PO9616867,08/05/2022,08/16/2022,143,782.33,111873.19,11
ART00579,MAG009,SUP075,LE002,PO6257638,04/18/2021,06/05/2021,1964,497.85,977777.4,48
ART00945,MAG020,SUP070,LE003,PO6722379,11/07/2021,12/04/2021,382,438.1,167354.2,27
ART00891,MAG019,SUP040,LE003,PO3185689,07/02/2024,08/07/2024,1104,450.87,497760.48,36
ART00001,MAG014,SUP032,LE002,PO2000039,08/12/2024,08/28/2024,100,192.33,19233,16
ART00638,MAG006,SUP068,LE001,PO8306149,03/07/2021,05/04/2021,1823,60.04,109452.92,58
ART00050,MAG004,SUP026,LE001,PO9526177,06/25/2023,07/21/2023,645,96.32,62126.4,26
ART00311,MAG003,SUP002,LE001,PO1246704,09/13/2024,10/10/2024,13,137.36,1785.68,27
ART00912,MAG007,SUP043,LE001,PO7671314,10/11/2021,12/03/2021,531,14.96,7943.76,53
ART00828,MAG007,SUP021,LE001,PO9315736,11/22/2021,01/12/2022,202,370.49,74838.98,51
ART00788,MAG005,SUP052,LE001,PO4994515,03/01/2023,04/07/2023,424,228.74,96985.76,37
ART00356,MAG002,SUP059,LE001,PO5969430,02/21/2023,04/18/2023,819,9.1,7452.9,56
ART00180,MAG020,SUP045,LE003,PO5459023,06/13/2021,08/05/2021,574,7.91,4540.34,53
ART00926,MAG005,SUP013,LE001,PO5107972,03/01/2023,04/19/2023,1084,78.41,84996.44,49
ART00912,MAG008,SUP033,LE001,PO7547310,08/24/2024,,324,14.44,4678.56,
ART00010,MAG004,SUP007,LE001,PO5403986,12/02/2022,01/18/2023,526,266.09,139963.34,47
ART00412,MAG001,SUP023,LE001,PO3103669,05/28/2024,06/16/2024,1842,49.24,90700.08,19
ART00468,MAG010,SUP011,LE002,PO8116308,04/07/2024,04/18/2024,489,40.14,19628.46,11
ART00755,MAG013,SUP063,LE002,PO6982469,10/19/2022,12/05/2022,774,45.14,34938.36,47
ART00173,MAG003,SUP024,LE001,PO1092252,12/06/2021,01/15/2022,1562,20.54,32083.48,40
ART00396,MAG005,SUP004,LE001,PO6830193,08/02/2021,09/26/2021,900,31.01,27909,55
ART00820,MAG002,SUP033,LE001,PO1911463,04/28/2022,06/10/2022,1313,30.4,39915.2,43
ART00529,MAG012,SUP068,LE002,PO3579405,12/29/2023,01/05/2024,545,404.99,220719.55,7
ART00449,MAG001,SUP005,LE001,PO3374508,10/19/2023,12/11/2023,1233,487.06,600544.98,53
ART00219,MAG005,SUP001,LE001,PO9482736,01/31/2024,03/20/2024,819,791.39,648148.41,49
ART00741,MAG012,SUP061,LE002,PO8789313,11/20/2021,01/13/2022,335,13.51,4525.85,54
